"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-08",101.1009,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-09",101.205,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-10",101.3451,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.4642,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.4817,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.5398,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.675,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.8272,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-04",102.016,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-05",102.2294,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-06",102.4238,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-07",102.5546,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-08",102.5577,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-09",102.5702,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-10",102.5623,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-11",102.5412,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1997-12",102.5049,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-01",102.6799,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-02",102.8669,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.8756,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.851,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.7375,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.6011,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-07",102.4451,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-08",102.2247,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.949,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.793,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.9001,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1998-12",102.0639,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-01",102.3384,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-02",102.577,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-03",102.6174,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-04",102.6119,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-05",102.6618,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-06",102.6746,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-07",102.611,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-08",102.5404,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-09",102.5286,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-10",102.505,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.6401,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.8276,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-01",103.0906,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-02",103.1509,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-03",103.0586,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-04",103.0375,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-05",103.0086,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.8959,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.8578,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.818,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.7612,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.6369,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.3491,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.7449,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.1462,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.7086,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.5198,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.4819,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.6226,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.713,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.6146,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.2694,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-09",99.77217,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.59289,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.76199,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.1712,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.5669,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.804,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.0184,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-04",101.0788,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-05",101.0489,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.7619,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.3777,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.0611,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.7841,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.57499,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.59222,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.58932,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.3848,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.20342,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.29871,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.79613,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-05",100.2866,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.4655,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.4681,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.3656,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.325,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.495,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.83,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2003-12",101.1775,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-01",101.4978,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-02",101.3675,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-03",101.1751,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.9789,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.8891,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-06",101.0472,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-07",101.1749,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-08",101.1466,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-09",101.0103,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.908,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.9816,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2004-12",101.1373,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.1204,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-02",100.942,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.6788,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.4627,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.5407,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.8275,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.7203,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.0422,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-09",99.21809,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-10",98.95063,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-11",99.39388,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.0553,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.3537,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.2979,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.1473,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-04",99.85887,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-05",99.5356,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-06",99.5118,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-07",99.55325,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-08",99.66589,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.0273,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.5087,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-11",100.7734,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2006-12",100.9057,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-01",100.9424,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-02",100.6867,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.3752,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.1757,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.1066,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.06,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.0335,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-08",99.77081,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-09",99.47842,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-10",99.1409,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-11",98.81334,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2007-12",98.62062,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-01",98.43537,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-02",97.98955,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-03",97.45205,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-04",96.84619,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",96.41119,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.2744,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.50734,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",96.80245,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",96.88968,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.4849,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.19061,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.18204,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.19031,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.16045,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.39203,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",96.90594,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.34814,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.53122,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.47937,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.52947,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",97.73342,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",97.76741,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",97.78351,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",97.98319,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",98.16829,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.23138,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.22784,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.20445,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.203,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.09416,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",97.76846,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",97.56982,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.51165,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",97.62436,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",97.91878,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.20578,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.32967,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-02",98.27354,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-03",97.99483,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-04",97.92801,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-05",97.91005,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-06",97.55851,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-07",96.89845,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-08",96.33507,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-09",96.2582,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-10",96.52325,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.02865,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.65379,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.18674,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.48386,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.62705,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.66718,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.60272,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.3667,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.28354,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.47964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.84478,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.10663,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.0069,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.62137,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.47314,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.59203,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.78463,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.02955,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.4202,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.62217,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.57864,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.25432,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.81424,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.54217,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.65821,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.00897,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.20863,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.28959,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.32684,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.41119,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.39545,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.36494,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.35549,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.46513,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.7012,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-10",100.0331,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.4403,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.8919,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-01",101.1961,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-02",101.1987,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-03",101.0876,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-04",101.0246,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.9321,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.9483,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.8162,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.5981,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.4016,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4352,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5694,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.6811,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.6961,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.6532,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.6073,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.6327,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.7736,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.7482,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.5793,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.4574,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.4353,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.5239,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.9028,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.2912,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-01",101.4618,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-02",101.4476,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-03",101.4124,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-04",101.3668,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.2849,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.1631,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.1159,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.2269,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3659,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.5381,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.515,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.42,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.4537,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.6372,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.7511,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.6938,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.5971,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.5318,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.4964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.509,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.6028,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-10",101.5828,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-11",101.4599,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2018-12",101.2682,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-01",101.0388,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-02",101.0996,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-03",101.3447,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.5242,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.623,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.5176,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-07",101.2571,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.9244,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.9244,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.1523,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.4541,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2019-12",101.71,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.7082,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-02",101.2274,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.1063,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.88704,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.32537,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.26943,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.28886,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.51557,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.86665,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-10",99.03402,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-11",98.98598,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2020-12",98.98927,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-01",98.99398,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-02",99.14455,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-03",99.54497,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-04",99.81052,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-05",99.76344,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-06",99.62752,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2021-07",99.34435,
