"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",96.41582,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",96.45868,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",96.3765,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",96.21508,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",96.1761,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",96.31609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",96.58538,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",96.6882,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",96.58405,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",96.38496,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",96.15127,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",95.9366,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",95.71325,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",95.58684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",95.5572,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",95.6448,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",95.76623,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",95.95487,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",96.23956,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",96.4558,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",96.57786,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",96.65653,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",96.69717,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",96.73515,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",96.79516,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",96.85336,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",96.93138,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.03825,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.09228,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",97.12254,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",97.21486,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",97.32732,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",97.50636,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",97.7742,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",97.94991,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",97.99811,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.00745,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.14236,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",98.47966,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.02767,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.38902,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.59995,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",99.72272,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.85059,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",100.0774,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.3544,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.51,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.6048,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.7453,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.8809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",101.0182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.178,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.2732,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.3343,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.3528,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.4514,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.4951,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.4246,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.3052,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.1809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.1326,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",101.1094,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",101.0848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",101.0336,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",100.9876,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",100.9168,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.8684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.7751,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.6269,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.5183,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.5807,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.7364,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.713,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.6125,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.5495,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.4893,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.5112,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.6379,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.8443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.9612,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",101.0401,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",101.1428,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.2479,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.3175,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.4692,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.6603,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.7207,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.7018,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.6614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.7139,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.7774,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.8298,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.9684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",102.0957,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",102.166,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",102.1971,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",102.2148,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",102.238,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",102.1987,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",102.0581,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.9379,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.8911,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.8526,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.8097,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.732,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.5377,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",101.2022,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.8287,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.4753,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.1582,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",99.92798,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.7088,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.69801,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",99.86089,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",99.94141,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.0085,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",99.97483,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.83764,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.71283,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.63284,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.54815,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.54601,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.56518,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.55219,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.53467,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.57272,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.66851,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.85149,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.1135,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.3029,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.4019,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",100.3529,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",100.1594,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.92032,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.77606,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.76274,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.67875,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.48352,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.31984,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.18495,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.18675,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.30869,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.56211,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.75646,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.83161,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.92556,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.92932,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.99421,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.1272,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.3112,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.5104,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.6564,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.7108,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.7809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.8963,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.985,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",101.0196,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",101.0369,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",101.0263,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",101.0818,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",101.1813,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",101.1775,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",101.0994,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",101.048,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.9504,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.9048,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.9535,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",101.0215,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",101.1445,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",101.1391,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",101.004,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.8329,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.6257,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.4138,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.3896,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.4869,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.5745,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.6669,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.7141,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",100.8167,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",100.9942,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",101.0824,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",101.2337,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.4598,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.6182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.7108,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.7872,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.7593,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.7563,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.7836,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.7709,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.7922,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.8164,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.8861,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",102.032,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",102.126,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",102.1672,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",102.2492,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",102.2568,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",102.2931,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",102.2556,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",102.1231,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.7782,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.3397,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.0449,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.0257,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.0789,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",101.0249,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.9315,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.8755,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.928,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.9943,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.101,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.2369,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.4622,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.7421,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",101.9982,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.107,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.2288,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.3296,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.3823,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.4208,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.4096,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.3442,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.2934,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.2021,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.1743,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.1932,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.2424,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.1944,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",102.0229,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.7281,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.4155,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",101.1281,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.8968,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.7048,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.456,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.2907,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.1561,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.0643,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.0108,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.1896,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.5537,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.9443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",101.0815,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",101.0057,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.7561,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.4766,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.2035,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.94427,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.68877,
